Freq.	V(n002)
1.12201845430196e+00	(-6.59882954509488e+01dB,1.78788103267745e+02°)
1.12460497396692e+00	(-6.59483024230642e+01dB,1.78785310114318e+02°)
1.12719745617551e+00	(-6.59083094273506e+01dB,1.78782510525868e+02°)
1.12979591467280e+00	(-6.58683164639565e+01dB,1.78779704487587e+02°)
1.13240036323556e+00	(-6.58283235330308e+01dB,1.78776891984634e+02°)
1.13501081567231e+00	(-6.57883306347233e+01dB,1.78774073002133e+02°)
1.13762728582343e+00	(-6.57483377691846e+01dB,1.78771247525174e+02°)
1.14024978756117e+00	(-6.57083449365657e+01dB,1.78768415538815e+02°)
1.14287833478977e+00	(-6.56683521370186e+01dB,1.78765577028076e+02°)
1.14551294144553e+00	(-6.56283593706957e+01dB,1.78762731977946e+02°)
1.14815362149688e+00	(-6.55883666377502e+01dB,1.78759880373378e+02°)
1.15080038894443e+00	(-6.55483739383363e+01dB,1.78757022199290e+02°)
1.15345325782109e+00	(-6.55083812726084e+01dB,1.78754157440566e+02°)
1.15611224219210e+00	(-6.54683886407221e+01dB,1.78751286082057e+02°)
1.15877735615512e+00	(-6.54283960428333e+01dB,1.78748408108576e+02°)
1.16144861384034e+00	(-6.53884034790990e+01dB,1.78745523504904e+02°)
1.16412602941049e+00	(-6.53484109496766e+01dB,1.78742632255787e+02°)
1.16680961706096e+00	(-6.53084184547244e+01dB,1.78739734345933e+02°)
1.16949939101987e+00	(-6.52684259944015e+01dB,1.78736829760018e+02°)
1.17219536554813e+00	(-6.52284335688674e+01dB,1.78733918482682e+02°)
1.17489755493953e+00	(-6.51884411782827e+01dB,1.78731000498530e+02°)
1.17760597352080e+00	(-6.51484488228086e+01dB,1.78728075792132e+02°)
1.18032063565173e+00	(-6.51084565026071e+01dB,1.78725144348021e+02°)
1.18304155572516e+00	(-6.50684642178408e+01dB,1.78722206150696e+02°)
1.18576874816716e+00	(-6.50284719686731e+01dB,1.78719261184620e+02°)
1.18850222743702e+00	(-6.49884797552683e+01dB,1.78716309434221e+02°)
1.19124200802737e+00	(-6.49484875777913e+01dB,1.78713350883891e+02°)
1.19398810446427e+00	(-6.49084954364078e+01dB,1.78710385517985e+02°)
1.19674053130724e+00	(-6.48685033312844e+01dB,1.78707413320825e+02°)
1.19949930314938e+00	(-6.48285112625881e+01dB,1.78704434276694e+02°)
1.20226443461741e+00	(-6.47885192304871e+01dB,1.78701448369840e+02°)
1.20503594037179e+00	(-6.47485272351501e+01dB,1.78698455584477e+02°)
1.20781383510678e+00	(-6.47085352767467e+01dB,1.78695455904779e+02°)
1.21059813355048e+00	(-6.46685433554473e+01dB,1.78692449314888e+02°)
1.21338885046497e+00	(-6.46285514714229e+01dB,1.78689435798905e+02°)
1.21618600064636e+00	(-6.45885596248456e+01dB,1.78686415340899e+02°)
1.21898959892486e+00	(-6.45485678158879e+01dB,1.78683387924900e+02°)
1.22179966016487e+00	(-6.45085760447235e+01dB,1.78680353534902e+02°)
1.22461619926504e+00	(-6.44685843115265e+01dB,1.78677312154862e+02°)
1.22743923115840e+00	(-6.44285926164722e+01dB,1.78674263768701e+02°)
1.23026877081238e+00	(-6.43886009597365e+01dB,1.78671208360303e+02°)
1.23310483322890e+00	(-6.43486093414960e+01dB,1.78668145913514e+02°)
1.23594743344451e+00	(-6.43086177619284e+01dB,1.78665076412144e+02°)
1.23879658653036e+00	(-6.42686262212119e+01dB,1.78661999839967e+02°)
1.24165230759241e+00	(-6.42286347195258e+01dB,1.78658916180717e+02°)
1.24451461177138e+00	(-6.41886432570501e+01dB,1.78655825418093e+02°)
1.24738351424294e+00	(-6.41486518339656e+01dB,1.78652727535755e+02°)
1.25025903021771e+00	(-6.41086604504539e+01dB,1.78649622517329e+02°)
1.25314117494141e+00	(-6.40686691066977e+01dB,1.78646510346399e+02°)
1.25602996369487e+00	(-6.40286778028802e+01dB,1.78643391006515e+02°)
1.25892541179416e+00	(-6.39886865391856e+01dB,1.78640264481187e+02°)
1.26182753459066e+00	(-6.39486953157991e+01dB,1.78637130753887e+02°)
1.26473634747115e+00	(-6.39087041329063e+01dB,1.78633989808053e+02°)
1.26765186585784e+00	(-6.38687129906943e+01dB,1.78630841627079e+02°)
1.27057410520854e+00	(-6.38287218893504e+01dB,1.78627686194327e+02°)
1.27350308101666e+00	(-6.37887308290633e+01dB,1.78624523493118e+02°)
1.27643880881134e+00	(-6.37487398100223e+01dB,1.78621353506733e+02°)
1.27938130415752e+00	(-6.37087488324175e+01dB,1.78618176218419e+02°)
1.28233058265602e+00	(-6.36687578964402e+01dB,1.78614991611381e+02°)
1.28528665994361e+00	(-6.36287670022822e+01dB,1.78611799668788e+02°)
1.28824955169313e+00	(-6.35887761501364e+01dB,1.78608600373768e+02°)
1.29121927361353e+00	(-6.35487853401965e+01dB,1.78605393709414e+02°)
1.29419584144998e+00	(-6.35087945726573e+01dB,1.78602179658776e+02°)
1.29717927098395e+00	(-6.34688038477142e+01dB,1.78598958204868e+02°)
1.30016957803328e+00	(-6.34288131655637e+01dB,1.78595729330665e+02°)
1.30316677845229e+00	(-6.33888225264032e+01dB,1.78592493019102e+02°)
1.30617088813183e+00	(-6.33488319304308e+01dB,1.78589249253075e+02°)
1.30918192299940e+00	(-6.33088413778458e+01dB,1.78585998015442e+02°)
1.31219989901920e+00	(-6.32688508688482e+01dB,1.78582739289021e+02°)
1.31522483219223e+00	(-6.32288604036391e+01dB,1.78579473056591e+02°)
1.31825673855640e+00	(-6.31888699824203e+01dB,1.78576199300891e+02°)
1.32129563418657e+00	(-6.31488796053948e+01dB,1.78572918004620e+02°)
1.32434153519466e+00	(-6.31088892727663e+01dB,1.78569629150439e+02°)
1.32739445772973e+00	(-6.30688989847396e+01dB,1.78566332720969e+02°)
1.33045441797808e+00	(-6.30289087415204e+01dB,1.78563028698791e+02°)
1.33352143216332e+00	(-6.29889185433152e+01dB,1.78559717066445e+02°)
1.33659551654643e+00	(-6.29489283903317e+01dB,1.78556397806432e+02°)
1.33967668742593e+00	(-6.29089382827785e+01dB,1.78553070901213e+02°)
1.34276496113786e+00	(-6.28689482208649e+01dB,1.78549736333210e+02°)
1.34586035405594e+00	(-6.28289582048014e+01dB,1.78546394084803e+02°)
1.34896288259164e+00	(-6.27889682347996e+01dB,1.78543044138331e+02°)
1.35207256319427e+00	(-6.27489783110717e+01dB,1.78539686476096e+02°)
1.35518941235103e+00	(-6.27089884338312e+01dB,1.78536321080357e+02°)
1.35831344658715e+00	(-6.26689986032925e+01dB,1.78532947933332e+02°)
1.36144468246594e+00	(-6.26290088196709e+01dB,1.78529567017200e+02°)
1.36458313658892e+00	(-6.25890190831827e+01dB,1.78526178314098e+02°)
1.36772882559584e+00	(-6.25490293940453e+01dB,1.78522781806123e+02°)
1.37088176616484e+00	(-6.25090397524771e+01dB,1.78519377475331e+02°)
1.37404197501251e+00	(-6.24690501586973e+01dB,1.78515965303735e+02°)
1.37720946889394e+00	(-6.24290606129264e+01dB,1.78512545273310e+02°)
1.38038426460288e+00	(-6.23890711153857e+01dB,1.78509117365988e+02°)
1.38356637897177e+00	(-6.23490816662977e+01dB,1.78505681563660e+02°)
1.38675582887188e+00	(-6.23090922658857e+01dB,1.78502237848175e+02°)
1.38995263121334e+00	(-6.22691029143741e+01dB,1.78498786201342e+02°)
1.39315680294529e+00	(-6.22291136119886e+01dB,1.78495326604927e+02°)
1.39636836105593e+00	(-6.21891243589555e+01dB,1.78491859040654e+02°)
1.39958732257261e+00	(-6.21491351555025e+01dB,1.78488383490208e+02°)
1.40281370456195e+00	(-6.21091460018582e+01dB,1.78484899935228e+02°)
1.40604752412990e+00	(-6.20691568982522e+01dB,1.78481408357314e+02°)
1.40928879842186e+00	(-6.20291678449153e+01dB,1.78477908738024e+02°)
1.41253754462274e+00	(-6.19891788420792e+01dB,1.78474401058871e+02°)
1.41579377995707e+00	(-6.19491898899769e+01dB,1.78470885301329e+02°)
1.41905752168908e+00	(-6.19092009888421e+01dB,1.78467361446829e+02°)
1.42232878712281e+00	(-6.18692121389101e+01dB,1.78463829476758e+02°)
1.42560759360218e+00	(-6.18292233404167e+01dB,1.78460289372461e+02°)
1.42889395851109e+00	(-6.17892345935993e+01dB,1.78456741115241e+02°)
1.43218789927353e+00	(-6.17492458986960e+01dB,1.78453184686358e+02°)
1.43548943335364e+00	(-6.17092572559462e+01dB,1.78449620067030e+02°)
1.43879857825583e+00	(-6.16692686655905e+01dB,1.78446047238431e+02°)
1.44211535152486e+00	(-6.16292801278703e+01dB,1.78442466181691e+02°)
1.44543977074592e+00	(-6.15892916430284e+01dB,1.78438876877900e+02°)
1.44877185354475e+00	(-6.15493032113086e+01dB,1.78435279308102e+02°)
1.45211161758773e+00	(-6.15093148329557e+01dB,1.78431673453298e+02°)
1.45545908058195e+00	(-6.14693265082160e+01dB,1.78428059294447e+02°)
1.45881426027534e+00	(-6.14293382373364e+01dB,1.78424436812464e+02°)
1.46217717445671e+00	(-6.13893500205654e+01dB,1.78420805988220e+02°)
1.46554784095590e+00	(-6.13493618581525e+01dB,1.78417166802542e+02°)
1.46892627764385e+00	(-6.13093737503482e+01dB,1.78413519236214e+02°)
1.47231250243271e+00	(-6.12693856974043e+01dB,1.78409863269975e+02°)
1.47570653327588e+00	(-6.12293976995738e+01dB,1.78406198884522e+02°)
1.47910838816819e+00	(-6.11894097571108e+01dB,1.78402526060505e+02°)
1.48251808514594e+00	(-6.11494218702705e+01dB,1.78398844778534e+02°)
1.48593564228699e+00	(-6.11094340393093e+01dB,1.78395155019169e+02°)
1.48936107771090e+00	(-6.10694462644850e+01dB,1.78391456762932e+02°)
1.49279440957898e+00	(-6.10294585460563e+01dB,1.78387749990295e+02°)
1.49623565609442e+00	(-6.09894708842832e+01dB,1.78384034681689e+02°)
1.49968483550236e+00	(-6.09494832794269e+01dB,1.78380310817499e+02°)
1.50314196609001e+00	(-6.09094957317498e+01dB,1.78376578378064e+02°)
1.50660706618673e+00	(-6.08695082415156e+01dB,1.78372837343681e+02°)
1.51008015416413e+00	(-6.08295208089890e+01dB,1.78369087694600e+02°)
1.51356124843619e+00	(-6.07895334344361e+01dB,1.78365329411025e+02°)
1.51705036745932e+00	(-6.07495461181242e+01dB,1.78361562473118e+02°)
1.52054752973248e+00	(-6.07095588603218e+01dB,1.78357786860993e+02°)
1.52405275379728e+00	(-6.06695716612985e+01dB,1.78354002554719e+02°)
1.52756605823806e+00	(-6.06295845213255e+01dB,1.78350209534321e+02°)
1.53108746168202e+00	(-6.05895974406748e+01dB,1.78346407779777e+02°)
1.53461698279928e+00	(-6.05496104196201e+01dB,1.78342597271019e+02°)
1.53815464030302e+00	(-6.05096234584359e+01dB,1.78338777987934e+02°)
1.54170045294954e+00	(-6.04696365573984e+01dB,1.78334949910364e+02°)
1.54525443953840e+00	(-6.04296497167848e+01dB,1.78331113018103e+02°)
1.54881661891247e+00	(-6.03896629368737e+01dB,1.78327267290900e+02°)
1.55238700995807e+00	(-6.03496762179449e+01dB,1.78323412708459e+02°)
1.55596563160506e+00	(-6.03096895602794e+01dB,1.78319549250434e+02°)
1.55955250282694e+00	(-6.02697029641598e+01dB,1.78315676896437e+02°)
1.56314764264094e+00	(-6.02297164298698e+01dB,1.78311795626030e+02°)
1.56675107010813e+00	(-6.01897299576943e+01dB,1.78307905418731e+02°)
1.57036280433354e+00	(-6.01497435479197e+01dB,1.78304006254010e+02°)
1.57398286446620e+00	(-6.01097572008337e+01dB,1.78300098111289e+02°)
1.57761126969933e+00	(-6.00697709167252e+01dB,1.78296180969945e+02°)
1.58124803927037e+00	(-6.00297846958846e+01dB,1.78292254809308e+02°)
1.58489319246110e+00	(-5.99897985386034e+01dB,1.78288319608659e+02°)
1.58854674859776e+00	(-5.99498124451748e+01dB,1.78284375347233e+02°)
1.59220872705115e+00	(-5.99098264158929e+01dB,1.78280422004218e+02°)
1.59587914723672e+00	(-5.98698404510535e+01dB,1.78276459558755e+02°)
1.59955802861465e+00	(-5.98298545509537e+01dB,1.78272487989935e+02°)
1.60324539069002e+00	(-5.97898687158919e+01dB,1.78268507276803e+02°)
1.60694125301286e+00	(-5.97498829461678e+01dB,1.78264517398357e+02°)
1.61064563517825e+00	(-5.97098972420827e+01dB,1.78260518333545e+02°)
1.61435855682647e+00	(-5.96699116039390e+01dB,1.78256510061269e+02°)
1.61808003764305e+00	(-5.96299260320408e+01dB,1.78252492560381e+02°)
1.62181009735891e+00	(-5.95899405266934e+01dB,1.78248465809688e+02°)
1.62554875575047e+00	(-5.95499550882036e+01dB,1.78244429787944e+02°)
1.62929603263970e+00	(-5.95099697168795e+01dB,1.78240384473859e+02°)
1.63305194789432e+00	(-5.94699844130307e+01dB,1.78236329846092e+02°)
1.63681652142779e+00	(-5.94299991769682e+01dB,1.78232265883254e+02°)
1.64058977319952e+00	(-5.93900140090045e+01dB,1.78228192563908e+02°)
1.64437172321491e+00	(-5.93500289094534e+01dB,1.78224109866565e+02°)
1.64816239152549e+00	(-5.93100438786303e+01dB,1.78220017769692e+02°)
1.65196179822900e+00	(-5.92700589168520e+01dB,1.78215916251704e+02°)
1.65576996346951e+00	(-5.92300740244366e+01dB,1.78211805290965e+02°)
1.65958690743754e+00	(-5.91900892017040e+01dB,1.78207684865794e+02°)
1.66341265037015e+00	(-5.91501044489752e+01dB,1.78203554954458e+02°)
1.66724721255104e+00	(-5.91101197665729e+01dB,1.78199415535175e+02°)
1.67109061431069e+00	(-5.90701351548212e+01dB,1.78195266586113e+02°)
1.67494287602642e+00	(-5.90301506140458e+01dB,1.78191108085391e+02°)
1.67880401812254e+00	(-5.89901661445738e+01dB,1.78186940011078e+02°)
1.68267406107045e+00	(-5.89501817467338e+01dB,1.78182762341192e+02°)
1.68655302538872e+00	(-5.89101974208560e+01dB,1.78178575053702e+02°)
1.69044093164324e+00	(-5.88702131672721e+01dB,1.78174378126527e+02°)
1.69433780044731e+00	(-5.88302289863151e+01dB,1.78170171537535e+02°)
1.69824365246172e+00	(-5.87902448783199e+01dB,1.78165955264544e+02°)
1.70215850839493e+00	(-5.87502608436226e+01dB,1.78161729285321e+02°)
1.70608238900310e+00	(-5.87102768825612e+01dB,1.78157493577584e+02°)
1.71001531509027e+00	(-5.86702929954750e+01dB,1.78153248118998e+02°)
1.71395730750840e+00	(-5.86303091827048e+01dB,1.78148992887179e+02°)
1.71790838715757e+00	(-5.85903254445932e+01dB,1.78144727859690e+02°)
1.72186857498599e+00	(-5.85503417814843e+01dB,1.78140453014045e+02°)
1.72583789199018e+00	(-5.85103581937237e+01dB,1.78136168327707e+02°)
1.72981635921508e+00	(-5.84703746816587e+01dB,1.78131873778084e+02°)
1.73380399775412e+00	(-5.84303912456380e+01dB,1.78127569342538e+02°)
1.73780082874935e+00	(-5.83904078860122e+01dB,1.78123254998376e+02°)
1.74180687339159e+00	(-5.83504246031333e+01dB,1.78118930722854e+02°)
1.74582215292048e+00	(-5.83104413973550e+01dB,1.78114596493176e+02°)
1.74984668862464e+00	(-5.82704582690326e+01dB,1.78110252286494e+02°)
1.75388050184174e+00	(-5.82304752185230e+01dB,1.78105898079910e+02°)
1.75792361395867e+00	(-5.81904922461847e+01dB,1.78101533850472e+02°)
1.76197604641161e+00	(-5.81505093523782e+01dB,1.78097159575176e+02°)
1.76603782068614e+00	(-5.81105265374651e+01dB,1.78092775230965e+02°)
1.77010895831740e+00	(-5.80705438018092e+01dB,1.78088380794732e+02°)
1.77418948089014e+00	(-5.80305611457755e+01dB,1.78083976243315e+02°)
1.77827941003890e+00	(-5.79905785697311e+01dB,1.78079561553501e+02°)
1.78237876744807e+00	(-5.79505960740445e+01dB,1.78075136702022e+02°)
1.78648757485203e+00	(-5.79106136590860e+01dB,1.78070701665560e+02°)
1.79060585403527e+00	(-5.78706313252275e+01dB,1.78066256420742e+02°)
1.79473362683250e+00	(-5.78306490728429e+01dB,1.78061800944142e+02°)
1.79887091512876e+00	(-5.77906669023075e+01dB,1.78057335212281e+02°)
1.80301774085955e+00	(-5.77506848139985e+01dB,1.78052859201627e+02°)
1.80717412601090e+00	(-5.77107028082948e+01dB,1.78048372888594e+02°)
1.81134009261958e+00	(-5.76707208855769e+01dB,1.78043876249543e+02°)
1.81551566277311e+00	(-5.76307390462273e+01dB,1.78039369260780e+02°)
1.81970085860996e+00	(-5.75907572906302e+01dB,1.78034851898559e+02°)
1.82389570231961e+00	(-5.75507756191713e+01dB,1.78030324139079e+02°)
1.82810021614272e+00	(-5.75107940322385e+01dB,1.78025785958485e+02°)
1.83231442237119e+00	(-5.74708125302211e+01dB,1.78021237332866e+02°)
1.83653834334832e+00	(-5.74308311135104e+01dB,1.78016678238261e+02°)
1.84077200146893e+00	(-5.73908497824995e+01dB,1.78012108650650e+02°)
1.84501541917945e+00	(-5.73508685375832e+01dB,1.78007528545961e+02°)
1.84926861897805e+00	(-5.73108873791583e+01dB,1.78002937900067e+02°)
1.85353162341479e+00	(-5.72709063076231e+01dB,1.77998336688785e+02°)
1.85780445509167e+00	(-5.72309253233781e+01dB,1.77993724887879e+02°)
1.86208713666284e+00	(-5.71909444268254e+01dB,1.77989102473057e+02°)
1.86637969083464e+00	(-5.71509636183691e+01dB,1.77984469419971e+02°)
1.87068214036577e+00	(-5.71109828984150e+01dB,1.77979825704219e+02°)
1.87499450806739e+00	(-5.70710022673709e+01dB,1.77975171301342e+02°)
1.87931681680324e+00	(-5.70310217256465e+01dB,1.77970506186828e+02°)
1.88364908948977e+00	(-5.69910412736531e+01dB,1.77965830336106e+02°)
1.88799134909627e+00	(-5.69510609118042e+01dB,1.77961143724553e+02°)
1.89234361864495e+00	(-5.69110806405152e+01dB,1.77956446327487e+02°)
1.89670592121112e+00	(-5.68711004602033e+01dB,1.77951738120171e+02°)
1.90107827992327e+00	(-5.68311203712874e+01dB,1.77947019077813e+02°)
1.90546071796322e+00	(-5.67911403741889e+01dB,1.77942289175562e+02°)
1.90985325856621e+00	(-5.67511604693305e+01dB,1.77937548388514e+02°)
1.91425592502106e+00	(-5.67111806571373e+01dB,1.77932796691706e+02°)
1.91866874067026e+00	(-5.66712009380362e+01dB,1.77928034060119e+02°)
1.92309172891013e+00	(-5.66312213124559e+01dB,1.77923260468678e+02°)
1.92752491319091e+00	(-5.65912417808274e+01dB,1.77918475892249e+02°)
1.93196831701690e+00	(-5.65512623435835e+01dB,1.77913680305644e+02°)
1.93642196394658e+00	(-5.65112830011589e+01dB,1.77908873683616e+02°)
1.94088587759275e+00	(-5.64713037539904e+01dB,1.77904056000861e+02°)
1.94536008162263e+00	(-5.64313246025169e+01dB,1.77899227232016e+02°)
1.94984459975802e+00	(-5.63913455471791e+01dB,1.77894387351665e+02°)
1.95433945577537e+00	(-5.63513665884200e+01dB,1.77889536334329e+02°)
1.95884467350596e+00	(-5.63113877266844e+01dB,1.77884674154475e+02°)
1.96336027683602e+00	(-5.62714089624192e+01dB,1.77879800786510e+02°)
1.96788628970682e+00	(-5.62314302960734e+01dB,1.77874916204785e+02°)
1.97242273611482e+00	(-5.61914517280980e+01dB,1.77870020383590e+02°)
1.97696964011183e+00	(-5.61514732589463e+01dB,1.77865113297159e+02°)
1.98152702580507e+00	(-5.61114948890734e+01dB,1.77860194919667e+02°)
1.98609491735734e+00	(-5.60715166189365e+01dB,1.77855265225231e+02°)
1.99067333898716e+00	(-5.60315384489951e+01dB,1.77850324187908e+02°)
1.99526231496885e+00	(-5.59915603797108e+01dB,1.77845371781696e+02°)
1.99986186963271e+00	(-5.59515824115470e+01dB,1.77840407980537e+02°)
2.00447202736513e+00	(-5.59116045449697e+01dB,1.77835432758310e+02°)
2.00909281260870e+00	(-5.58716267804466e+01dB,1.77830446088838e+02°)
2.01372424986236e+00	(-5.58316491184479e+01dB,1.77825447945883e+02°)
2.01836636368153e+00	(-5.57916715594458e+01dB,1.77820438303149e+02°)
2.02301917867824e+00	(-5.57516941039146e+01dB,1.77815417134278e+02°)
2.02768271952125e+00	(-5.57117167523310e+01dB,1.77810384412854e+02°)
2.03235701093619e+00	(-5.56717395051736e+01dB,1.77805340112401e+02°)
2.03704207770569e+00	(-5.56317623629234e+01dB,1.77800284206383e+02°)
2.04173794466950e+00	(-5.55917853260637e+01dB,1.77795216668205e+02°)
2.04644463672464e+00	(-5.55518083950797e+01dB,1.77790137471209e+02°)
2.05116217882553e+00	(-5.55118315704591e+01dB,1.77785046588679e+02°)
2.05589059598411e+00	(-5.54718548526918e+01dB,1.77779943993838e+02°)
2.06062991326997e+00	(-5.54318782422698e+01dB,1.77774829659847e+02°)
2.06538015581050e+00	(-5.53919017396876e+01dB,1.77769703559809e+02°)
2.07014134879101e+00	(-5.53519253454417e+01dB,1.77764565666764e+02°)
2.07491351745488e+00	(-5.53119490600311e+01dB,1.77759415953692e+02°)
2.07969668710366e+00	(-5.52719728839571e+01dB,1.77754254393510e+02°)
2.08449088309726e+00	(-5.52319968177231e+01dB,1.77749080959076e+02°)
2.08929613085401e+00	(-5.51920208618349e+01dB,1.77743895623186e+02°)
2.09411245585086e+00	(-5.51520450168007e+01dB,1.77738698358574e+02°)
2.09893988362349e+00	(-5.51120692831311e+01dB,1.77733489137912e+02°)
2.10377843976644e+00	(-5.50720936613388e+01dB,1.77728267933811e+02°)
2.10862814993326e+00	(-5.50321181519391e+01dB,1.77723034718819e+02°)
2.11348903983661e+00	(-5.49921427554494e+01dB,1.77717789465424e+02°)
2.11836113524847e+00	(-5.49521674723898e+01dB,1.77712532146050e+02°)
2.12324446200018e+00	(-5.49121923032825e+01dB,1.77707262733058e+02°)
2.12813904598268e+00	(-5.48722172486524e+01dB,1.77701981198749e+02°)
2.13304491314654e+00	(-5.48322423090264e+01dB,1.77696687515359e+02°)
2.13796208950220e+00	(-5.47922674849342e+01dB,1.77691381655063e+02°)
2.14289060112002e+00	(-5.47522927769078e+01dB,1.77686063589971e+02°)
2.14783047413050e+00	(-5.47123181854816e+01dB,1.77680733292133e+02°)
2.15278173472434e+00	(-5.46723437111924e+01dB,1.77675390733532e+02°)
2.15774440915263e+00	(-5.46323693545797e+01dB,1.77670035886092e+02°)
2.16271852372698e+00	(-5.45923951161853e+01dB,1.77664668721669e+02°)
2.16770410481966e+00	(-5.45524209965535e+01dB,1.77659289212060e+02°)
2.17270117886371e+00	(-5.45124469962310e+01dB,1.77653897328995e+02°)
2.17770977235312e+00	(-5.44724731157673e+01dB,1.77648493044141e+02°)
2.18272991184296e+00	(-5.44324993557142e+01dB,1.77643076329102e+02°)
2.18776162394952e+00	(-5.43925257166261e+01dB,1.77637647155416e+02°)
2.19280493535041e+00	(-5.43525521990599e+01dB,1.77632205494559e+02°)
2.19785987278479e+00	(-5.43125788035751e+01dB,1.77626751317940e+02°)
2.20292646305342e+00	(-5.42726055307337e+01dB,1.77621284596906e+02°)
2.20800473301886e+00	(-5.42326323811005e+01dB,1.77615805302737e+02°)
2.21309470960560e+00	(-5.41926593552426e+01dB,1.77610313406650e+02°)
2.21819641980018e+00	(-5.41526864537299e+01dB,1.77604808879797e+02°)
2.22330989065136e+00	(-5.41127136771348e+01dB,1.77599291693263e+02°)
2.22843514927026e+00	(-5.40727410260325e+01dB,1.77593761818070e+02°)
2.23357222283049e+00	(-5.40327685010006e+01dB,1.77588219225173e+02°)
2.23872113856830e+00	(-5.39927961026196e+01dB,1.77582663885463e+02°)
2.24388192378273e+00	(-5.39528238314724e+01dB,1.77577095769763e+02°)
2.24905460583574e+00	(-5.39128516881448e+01dB,1.77571514848832e+02°)
2.25423921215239e+00	(-5.38728796732252e+01dB,1.77565921093363e+02°)
2.25943577022094e+00	(-5.38329077873047e+01dB,1.77560314473982e+02°)
2.26464430759302e+00	(-5.37929360309771e+01dB,1.77554694961250e+02°)
2.26986485188378e+00	(-5.37529644048390e+01dB,1.77549062525661e+02°)
2.27509743077203e+00	(-5.37129929094897e+01dB,1.77543417137641e+02°)
